featureID,subFeatureID,parameterID
"1","0","20042"
"11","0","10090"
"11","0","10100"
"21","0","10020"
"32","0","10170"
"33","0","10030"
"33","0","20001"
"40","0","10140"
"40","0","10150"
"40","0","10160"
"43","0","10110"
"43","0","10120"
"43","0","10130"
"54","0","10040"
"56","23051","3001"
"56","23051","3002"
"56","23051","3003"
"56","23051","3004"
"56","23061","1001"
"56","23061","1003"
"56","23061","1005"
"56","23061","1006"
"56","23081","2006"
"56","23081","2023"
"56","23081","2024"
"56","23081","2025"
"56","23081","2026"
"56","23081","2027"
"56","23081","3005"
"56","23091","5001"
"56","23091","5003"
"56","25051","4001"
"56","25051","4003"
"56","25051","4010"
"57","0","10000"
"57","0","10010"
"57","0","10050"
"57","0","10060"
"57","0","10081"
"57","0","15400"
